frame,x,y,prob,0,Visibility,new_X,new_Y,event
920,621,306,0.5305547,1,1,621.0,306.0,0
921,625,303,0.70471036,1,1,625.0,303.0,1
922,630,298,0.42925316,1,1,630.0,298.0,0
923,634,296,0.47176886,1,1,634.0,296.0,0
924,0,0,0.0,0,0,639.5,292.69963555401864,0
925,645,291,0.47536498,1,1,645.0,291.0,0
926,651,287,0.6224525,2,1,651.0,287.0,0
927,656,287,0.7636111,1,1,656.0,287.0,0
928,661,284,0.612034,1,1,661.0,284.0,0
929,665,284,0.8048317,1,1,665.0,284.0,0
930,671,281,0.53295565,1,1,671.0,281.0,0
931,675,281,0.63707614,1,1,675.0,281.0,0
932,680,280,0.45039418,1,1,680.0,280.0,0
933,684,278,0.5771389,1,1,684.0,278.0,0
934,689,278,0.4557841,1,1,689.0,278.0,0
935,695,278,0.6111286,1,1,695.0,278.0,0
936,699,279,0.43991178,1,1,699.0,279.0,0
937,704,281,0.5170637,1,1,704.0,281.0,0
938,707,281,0.5752912,1,1,707.0,281.0,0
939,713,281,0.67549723,1,1,713.0,281.0,0
940,716,281,0.5469568,1,1,716.0,281.0,0
941,0,0,0.0,0,0,721.0,282.6864478114494,0
942,0,0,0.0,0,0,726.0,284.92129629629926,0
943,731,288,0.4798474,2,1,731.0,288.0,0
944,736,291,0.5362682,1,1,736.0,291.0,0
945,741,293,0.5376108,2,1,741.0,293.0,0
946,0,0,0.0,0,0,744.5,295.54674630852605,0
947,748,298,0.41587567,1,1,748.0,298.0,0
948,0,0,0.0,0,0,752.3333333333334,301.52200057031405,0
949,0,0,0.0,0,0,756.6666666666666,305.26970039953267,0
950,0,0,0.0,0,0,761.0,309.2962926032037,0
951,0,0,0.0,0,0,765.3333333333334,313.6017771813249,0
952,0,0,0.0,0,0,769.6666666666666,318.1861541338976,0
953,774,323,0.5310541,1,1,774.0,323.0,0
954,0,0,0.0,0,0,778.5,328.485933764147,0
955,783,334,0.7839176,1,1,783.0,334.0,0
956,787,338,0.63467133,1,1,787.0,338.0,0
957,791,344,0.7104481,1,1,791.0,344.0,0
958,796,351,0.5690807,1,1,796.0,351.0,0
959,798,356,0.5022044,1,1,798.0,356.0,0
960,803,362,0.7232667,1,1,803.0,362.0,0
961,806,368,0.5236995,1,1,806.0,368.0,0
962,811,376,0.56763434,1,1,811.0,376.0,0
963,814,383,0.68921417,1,1,814.0,383.0,0
964,817,389,0.57924604,1,1,817.0,389.0,0
965,821,397,0.62507355,1,1,821.0,397.0,0
966,825,404,0.7376295,1,1,825.0,404.0,0
967,828,411,0.40591705,1,1,828.0,411.0,1
968,0,0,0.0,0,0,823.5,400.0266977258734,0
969,0,0,0.0,0,0,819.0,389.1093830280638,0
970,0,0,0.0,0,0,814.5,378.24805590657206,0
971,0,0,0.0,0,0,810.0,367.4427163613973,0
972,0,0,0.0,0,0,805.5,356.7213581806991,0
973,801,346,0.53934675,1,1,801.0,346.0,0
974,0,0,0.0,0,0,796.75,336.1762721286102,0
975,0,0,0.0,0,0,792.5,326.40169617148024,0
976,0,0,0.0,0,0,788.25,316.6762721286103,0
977,784,307,0.5335819,1,1,784.0,307.0,0
978,781,301,0.52052337,1,1,781.0,301.0,0
979,777,294,0.6980457,1,1,777.0,294.0,0
980,775,288,0.5868548,1,1,775.0,288.0,0
981,771,282,0.62225425,1,1,771.0,282.0,0
982,768,278,0.57505506,1,1,768.0,278.0,0
983,766,274,0.78622764,1,1,766.0,274.0,0
984,763,269,0.54569995,1,1,763.0,269.0,0
985,762,265,0.7598106,1,1,762.0,265.0,0
986,760,262,0.5196473,1,1,760.0,262.0,0
987,757,259,0.5588991,1,1,757.0,259.0,0
988,756,257,0.7951022,1,1,756.0,257.0,0
989,754,255,0.8404107,1,1,754.0,255.0,0
990,751,254,0.7434476,1,1,751.0,254.0,0
991,750,252,0.5764555,1,1,750.0,252.0,0
992,748,251,0.57602686,1,1,748.0,251.0,0
993,747,249,0.53960294,1,1,747.0,249.0,0
994,745,248,0.59845805,1,1,745.0,248.0,0
995,744,248,0.6816122,1,1,744.0,248.0,0
996,742,247,0.74792683,1,1,742.0,247.0,0
997,741,246,0.6312339,1,1,741.0,246.0,0
998,738,246,0.5381513,1,1,738.0,246.0,0
999,737,246,0.75070983,1,1,737.0,246.0,0
1000,736,247,0.74930626,1,1,736.0,247.0,0
1001,0,0,0.0,0,0,735.0,247.00465928947597,0
1002,0,0,0.0,0,0,734.0,247.49213744905865,0
1003,733,248,0.52911204,1,1,733.0,248.0,0
1004,732,251,0.68249196,1,1,732.0,251.0,0
1005,731,252,0.6668996,2,1,731.0,252.0,0
1006,731,254,0.5200102,1,1,731.0,254.0,0
1007,728,255,0.5402582,1,1,728.0,255.0,0
1008,727,256,0.73022395,1,1,727.0,256.0,0
1009,727,258,0.6466879,2,1,727.0,258.0,0
1010,726,261,0.65119034,1,1,726.0,261.0,0
1011,725,263,0.80715543,1,1,725.0,263.0,0
1012,724,266,0.8100668,1,1,724.0,266.0,0
1013,723,268,0.6825144,2,1,723.0,268.0,0
1014,722,271,0.6292913,1,1,722.0,271.0,0
1015,722,273,0.75658387,1,1,722.0,273.0,0
1016,722,276,0.7057409,1,1,722.0,276.0,0
1017,721,281,0.44530797,1,1,721.0,281.0,1
1018,0,0,0.0,0,0,0.0,0.0,0
1019,0,0,0.0,0,0,0.0,0.0,0
1020,0,0,0.0,0,0,0.0,0.0,0
1021,0,0,0.0,0,0,0.0,0.0,0
1022,0,0,0.0,0,0,0.0,0.0,0
1023,0,0,0.0,0,0,0.0,0.0,0
1024,0,0,0.0,0,0,0.0,0.0,0
1025,0,0,0.0,0,0,0.0,0.0,0
1026,0,0,0.0,0,0,0.0,0.0,0
1027,0,0,0.0,0,0,0.0,0.0,0
1028,0,0,0.0,0,0,0.0,0.0,0
1029,0,0,0.0,0,0,0.0,0.0,0
1030,0,0,0.0,0,0,0.0,0.0,0
1031,0,0,0.0,0,0,0.0,0.0,0
1032,0,0,0.0,0,0,0.0,0.0,0
1033,0,0,0.0,0,0,0.0,0.0,0
1034,0,0,0.0,0,0,0.0,0.0,0
1035,0,0,0.0,0,0,0.0,0.0,0
1036,0,0,0.0,0,0,0.0,0.0,0
1037,0,0,0.0,0,0,0.0,0.0,0
1038,0,0,0.0,0,0,0.0,0.0,0
1039,0,0,0.0,0,0,0.0,0.0,0
1040,0,0,0.0,0,0,0.0,0.0,0
1041,0,0,0.0,0,0,0.0,0.0,0
1042,0,0,0.0,0,0,0.0,0.0,0
1043,0,0,0.0,0,0,0.0,0.0,0
1044,763,275,0.7065738,1,1,763.0,275.0,0
1045,769,267,0.54869074,1,1,769.0,267.0,0
1046,774,261,0.5955191,1,1,774.0,261.0,0
1047,781,253,0.5385985,1,1,781.0,253.0,0
1048,785,247,0.7316445,1,1,785.0,247.0,0
1049,955,276,0.51432836,1,1,789.6,240.22874046177913,0
1050,794,235,0.7526477,1,1,794.2,234.09234657892375,0
1051,948,284,0.5498834,1,1,798.8,228.4058496748139,0
1052,946,288,0.6011283,1,1,803.4,223.16924974945414,0
1053,808,218,0.45984986,1,1,808.0,218.0,0
1054,814,213,0.7962539,1,1,814.0,213.0,0
1055,818,209,0.51851666,1,1,818.0,209.0,0
1056,824,204,0.8304444,1,1,824.0,204.0,0
1057,827,201,0.5813569,1,1,827.0,201.0,0
1058,832,197,0.6593505,1,1,832.0,197.0,0
1059,837,194,0.61310023,1,1,837.0,194.0,0
1060,0,0,0.0,0,0,0.0,0.0,0
1061,0,0,0.0,0,0,0.0,0.0,0
1062,0,0,0.0,0,0,0.0,0.0,0
1063,0,0,0.0,0,0,0.0,0.0,0
1064,0,0,0.0,0,0,0.0,0.0,0
1065,0,0,0.0,0,0,0.0,0.0,0
1066,0,0,0.0,0,0,0.0,0.0,0
1067,0,0,0.0,0,0,0.0,0.0,0
1068,0,0,0.0,0,0,0.0,0.0,0
1069,0,0,0.0,0,0,0.0,0.0,0
1070,0,0,0.0,0,0,0.0,0.0,0
1071,0,0,0.0,0,0,0.0,0.0,0
1072,0,0,0.0,0,0,0.0,0.0,0
1073,0,0,0.0,0,0,0.0,0.0,0
1074,0,0,0.0,0,0,0.0,0.0,0
1075,0,0,0.0,0,0,0.0,0.0,0
1076,0,0,0.0,0,0,0.0,0.0,0
1077,0,0,0.0,0,0,0.0,0.0,0
1078,0,0,0.0,0,0,0.0,0.0,0
1079,0,0,0.0,0,0,0.0,0.0,0
1080,0,0,0.0,0,0,0.0,0.0,0
1081,0,0,0.0,0,0,0.0,0.0,0
1082,0,0,0.0,0,0,0.0,0.0,0
1083,0,0,0.0,0,0,0.0,0.0,0
1084,0,0,0.0,0,0,0.0,0.0,0
1085,0,0,0.0,0,0,0.0,0.0,0
1086,0,0,0.0,0,0,0.0,0.0,0
1087,791,146,0.41548172,1,1,791.0,146.0,0
1088,0,0,0.0,0,0,769.0,139.4260908232908,0
1089,747,133,0.5012098,1,1,747.0,133.0,0
1090,733,128,0.69323945,1,1,733.0,128.0,0
1091,718,123,0.5255422,1,1,718.0,123.0,0
1092,706,121,0.64110506,1,1,706.0,121.0,0
1093,695,121,0.52699935,1,1,695.0,121.0,0
1094,685,117,0.78535,1,1,685.0,117.0,0
1095,676,116,0.7385046,1,1,676.0,116.0,0
1096,668,115,0.6272201,1,1,668.0,115.0,0
1097,660,115,0.5718736,2,1,660.0,115.0,0
1098,0,0,0.0,0,0,653.8333333333334,115.00883855894422,0
1099,0,0,0.0,0,0,647.6666666666666,115.01414169431074,0
1100,0,0,0.0,0,0,641.5,115.01590940609958,0
1101,0,0,0.0,0,0,635.3333333333334,115.01414169431074,0
1102,0,0,0.0,0,0,629.1666666666667,115.0070708471554,0
1103,623,115,0.7185888,1,1,623.0,115.0,0
1104,618,115,0.5264772,1,1,618.0,115.0,0
1105,614,115,0.73454326,1,1,614.0,115.0,0
1106,610,115,0.5365898,1,1,610.0,115.0,0
1107,607,117,0.7045602,1,1,607.0,117.0,0
1108,602,118,0.5638154,1,1,602.0,118.0,0
1109,598,121,0.549077,1,1,598.0,121.0,0
1110,595,123,0.79266465,1,1,595.0,123.0,0
1111,592,126,0.7358467,1,1,592.0,126.0,0
1112,590,127,0.49024352,1,1,590.0,127.0,0
1113,0,0,0.0,0,0,586.5,129.10554381313796,0
1114,583,131,0.54480666,1,1,583.0,131.0,0
1115,581,134,0.57540834,1,1,581.0,134.0,0
1116,578,136,0.4353904,1,1,578.0,136.0,1
1117,0,0,0.0,0,0,0.0,0.0,0
1118,0,0,0.0,0,0,0.0,0.0,0
1119,0,0,0.0,0,0,0.0,0.0,0
1120,0,0,0.0,0,0,0.0,0.0,0
1121,0,0,0.0,0,0,0.0,0.0,0
1122,0,0,0.0,0,0,0.0,0.0,0
1123,0,0,0.0,0,0,0.0,0.0,0
1124,0,0,0.0,0,0,0.0,0.0,0
1125,0,0,0.0,0,0,0.0,0.0,0
1126,0,0,0.0,0,0,0.0,0.0,0
1127,0,0,0.0,0,0,0.0,0.0,0
1128,0,0,0.0,0,0,0.0,0.0,0
1129,0,0,0.0,0,0,0.0,0.0,0
1130,0,0,0.0,0,0,0.0,0.0,0
1131,0,0,0.0,0,0,0.0,0.0,0
1132,0,0,0.0,0,0,0.0,0.0,0
1133,0,0,0.0,0,0,0.0,0.0,0
1134,0,0,0.0,0,0,0.0,0.0,0
1135,0,0,0.0,0,0,0.0,0.0,0
1136,0,0,0.0,0,0,0.0,0.0,0
1137,0,0,0.0,0,0,0.0,0.0,0
1138,0,0,0.0,0,0,0.0,0.0,0
1139,0,0,0.0,0,0,0.0,0.0,0
1140,0,0,0.0,0,0,0.0,0.0,0
1141,0,0,0.0,0,0,0.0,0.0,0
1142,536,232,0.7449359,1,1,536.0,232.0,0
1143,535,236,0.7969897,1,1,535.0,236.0,0
1144,535,241,0.72008777,1,1,535.0,241.0,0
1145,534,246,0.82673866,1,1,534.0,246.0,0
1146,0,0,0.0,0,0,533.0,250.9999999999991,0
1147,532,256,0.8432311,1,1,532.0,256.0,0
1148,533,262,0.63427395,1,1,533.0,262.0,0
1149,536,268,0.67374396,2,1,536.0,268.0,0
1150,540,271,0.4527015,1,1,540.0,271.0,0
1151,542,275,0.63412106,1,1,542.0,275.0,0
1152,545,278,0.5068981,1,1,545.0,278.0,1
1153,0,0,0.0,0,0,0.0,0.0,0
1154,0,0,0.0,0,0,0.0,0.0,0
1155,0,0,0.0,0,0,0.0,0.0,0
1156,468,457,0.5217135,2,1,0.0,0.0,0
1157,556,301,0.49911395,1,1,556.0,301.0,0
1158,558,304,0.42882586,1,1,558.0,304.0,0
1159,0,0,0.0,0,0,0.0,0.0,0
1160,0,0,0.0,0,0,0.0,0.0,0
1161,0,0,0.0,0,0,0.0,0.0,0
1162,566,325,0.5291246,1,1,566.0,325.0,0
1163,0,0,0.0,0,0,567.75,330.7250860557941,0
1164,0,0,0.0,0,0,569.5,336.4667814077253,0
1165,0,0,0.0,0,0,571.25,342.2250860557939,0
1166,573,348,0.4247535,1,1,573.0,348.0,0
1167,574,355,0.5853025,1,1,574.0,355.0,0
1168,576,361,0.48570675,1,1,576.0,361.0,0
1169,0,0,0.0,0,0,578.0,367.6848635234928,0
1170,580,377,0.45736817,1,1,580.0,377.0,0
1171,0,0,0.0,0,0,581.0,383.5528535979829,0
1172,582,391,0.4495069,1,1,582.0,391.0,0
1173,583,398,0.4532839,1,1,583.0,398.0,0
1174,584,406,0.6085099,1,1,584.0,406.0,0
1175,585,414,0.72368217,1,1,585.0,414.0,0
1176,587,423,0.5659029,1,1,587.0,423.0,1
1177,0,0,0.0,0,0,0.0,0.0,0
1178,0,0,0.0,0,0,0.0,0.0,0
1179,0,0,0.0,0,0,0.0,0.0,0
1180,0,0,0.0,0,0,0.0,0.0,0
1181,0,0,0.0,0,0,0.0,0.0,0
1182,0,0,0.0,0,0,0.0,0.0,0
1183,0,0,0.0,0,0,0.0,0.0,0
1184,0,0,0.0,0,0,0.0,0.0,0
1185,544,285,0.7076258,1,1,544.0,285.0,0
1186,539,268,0.46269655,1,1,539.0,268.0,0
1187,535,254,0.79997885,1,1,535.0,254.0,0
1188,531,242,0.5711723,1,1,531.0,242.0,0
1189,528,231,0.57441616,1,1,528.0,231.0,0
1190,523,221,0.5118602,1,1,523.0,221.0,0
1191,521,212,0.6466599,1,1,521.0,212.0,0
1192,518,204,0.67323095,2,1,518.0,204.0,0
1193,516,198,0.6724408,1,1,516.0,198.0,0
1194,0,0,0.0,0,0,0.0,0.0,0
1195,0,0,0.0,0,0,0.0,0.0,0
1196,0,0,0.0,0,0,0.0,0.0,0
1197,0,0,0.0,0,0,0.0,0.0,0
1198,0,0,0.0,0,0,0.0,0.0,0
1199,0,0,0.0,0,0,0.0,0.0,0
1200,0,0,0.0,0,0,0.0,0.0,0
1201,0,0,0.0,0,0,0.0,0.0,0
1202,0,0,0.0,0,0,0.0,0.0,0
1203,0,0,0.0,0,0,0.0,0.0,0
1204,0,0,0.0,0,0,0.0,0.0,0
1205,0,0,0.0,0,0,0.0,0.0,0
1206,0,0,0.0,0,0,0.0,0.0,0
1207,0,0,0.0,0,0,0.0,0.0,0
1208,0,0,0.0,0,0,0.0,0.0,0
1209,0,0,0.0,0,0,0.0,0.0,0
1210,0,0,0.0,0,0,0.0,0.0,0
1211,0,0,0.0,0,0,0.0,0.0,0
1212,0,0,0.0,0,0,0.0,0.0,0
1213,0,0,0.0,0,0,0.0,0.0,0
1214,0,0,0.0,0,0,0.0,0.0,0
1215,0,0,0.0,0,0,0.0,0.0,0
1216,0,0,0.0,0,0,0.0,0.0,0
1217,0,0,0.0,0,0,0.0,0.0,0
1218,0,0,0.0,0,0,0.0,0.0,0
1219,0,0,0.0,0,0,0.0,0.0,0
1220,0,0,0.0,0,0,0.0,0.0,0
1221,0,0,0.0,0,0,0.0,0.0,0
1222,0,0,0.0,0,0,0.0,0.0,0
1223,0,0,0.0,0,0,0.0,0.0,0
1224,0,0,0.0,0,0,0.0,0.0,0
1225,0,0,0.0,0,0,0.0,0.0,0
1226,0,0,0.0,0,0,0.0,0.0,0
1227,0,0,0.0,0,0,0.0,0.0,0
1228,0,0,0.0,0,0,0.0,0.0,0
1229,0,0,0.0,0,0,0.0,0.0,0
1230,0,0,0.0,0,0,0.0,0.0,0
1231,0,0,0.0,0,0,0.0,0.0,0
1232,0,0,0.0,0,0,0.0,0.0,0
1233,0,0,0.0,0,0,0.0,0.0,0
1234,0,0,0.0,0,0,0.0,0.0,0
1235,0,0,0.0,0,0,0.0,0.0,0
1236,0,0,0.0,0,0,0.0,0.0,0
1237,479,203,0.41966668,1,1,479.0,203.0,0
1238,479,206,0.51481104,1,1,479.0,206.0,0
1239,0,0,0.0,0,0,479.0,209.99999999999994,0
1240,479,214,0.48894703,1,1,479.0,214.0,0
1241,480,217,0.47584206,1,1,480.0,217.0,0
1242,478,220,0.4960136,1,1,478.0,220.0,0
1243,0,0,0.0,0,0,479.0,224.0,0
1244,480,228,0.4839964,2,1,480.0,228.0,0
1245,480,233,0.5963365,1,1,480.0,233.0,0
1246,480,236,0.5149835,1,1,480.0,236.0,0
1247,479,241,0.49679235,1,1,479.0,241.0,0
1248,480,246,0.51316625,1,1,480.0,246.0,0
1249,480,249,0.42772606,1,1,480.0,249.0,0
1250,480,254,0.53327936,1,1,480.0,254.0,0
1251,479,257,0.50318545,1,1,479.0,257.0,1
1252,478,257,0.5654672,1,1,478.0,257.0,0
1253,478,253,0.5923766,2,1,478.0,253.0,0
1254,479,245,0.55264074,2,1,479.0,245.0,0
1255,477,238,0.5726083,1,1,477.0,238.0,0
1256,476,235,0.8330903,1,1,476.0,235.0,0
1257,475,231,0.6334481,1,1,475.0,231.0,0
1258,476,228,0.5572672,1,1,476.0,228.0,0
1259,0,0,0.0,0,0,475.0,227.4999999999127,0
1260,474,221,0.5567713,1,1,474.0,221.0,0
1261,474,217,0.804167,1,1,474.0,217.0,0
1262,473,214,0.83173394,1,1,473.0,214.0,0
1263,472,211,0.6662439,1,1,472.0,211.0,0
1264,472,208,0.70312315,1,1,472.0,208.0,0
1265,471,206,0.71985817,1,1,471.0,206.0,0
1266,471,204,0.7191617,1,1,471.0,204.0,0
1267,471,202,0.6056524,1,1,471.0,202.0,0
1268,471,201,0.48578572,1,1,471.0,201.0,0
1269,469,199,0.4815536,1,1,469.0,199.0,0
1270,468,198,0.6041168,2,1,468.0,198.0,0
1271,468,198,0.6895403,2,1,468.0,198.0,0
1272,467,197,0.7536585,1,1,467.0,197.0,0
1273,466,197,0.7817149,1,1,466.0,197.0,0
1274,466,198,0.7826746,1,1,466.0,198.0,0
1275,465,198,0.7704327,2,1,465.0,198.0,0
1276,465,198,0.7116012,2,1,465.0,198.0,0
1277,464,198,0.5976385,1,1,464.0,198.0,0
1278,464,201,0.5999716,2,1,464.0,201.0,0
1279,463,202,0.7615764,1,1,463.0,202.0,0
1280,462,203,0.7866801,1,1,462.0,203.0,0
1281,462,205,0.77294856,1,1,462.0,205.0,0
1282,461,207,0.65171033,1,1,461.0,207.0,0
1283,460,209,0.47883004,1,1,460.0,209.0,0
1284,458,212,0.5642291,1,1,458.0,212.0,0
1285,458,215,0.71202433,1,1,458.0,215.0,0
1286,457,218,0.6623567,1,1,457.0,218.0,0
1287,456,221,0.6638428,1,1,456.0,221.0,0
1288,456,225,0.8219496,1,1,456.0,225.0,0
1289,454,228,0.55138296,1,1,454.0,228.0,0
1290,453,233,0.7822173,1,1,453.0,233.0,0
1291,453,237,0.7106506,1,1,453.0,237.0,0
1292,452,243,0.71545035,1,1,452.0,243.0,0
1293,451,247,0.64045054,2,1,451.0,247.0,0
1294,451,253,0.56037927,2,1,451.0,253.0,0
1295,448,258,0.5342047,1,1,448.0,258.0,0
1296,448,265,0.7237084,1,1,448.0,265.0,0
1297,447,271,0.58500564,1,1,447.0,271.0,0
1298,446,277,0.6654846,1,1,446.0,277.0,0
1299,445,284,0.77629536,1,1,445.0,284.0,0
1300,0,0,0.0,0,0,460.8,280.605231266908,0
1301,0,0,0.0,0,0,476.6,283.5931446192263,0
1302,0,0,0.0,0,0,492.4,286.1746951669866,0
1303,0,0,0.0,0,0,508.2,288.34988291018936,0
1304,524,291,0.5334227,1,1,524.0,291.0,1
1305,0,0,0.0,0,0,533.0,291.0138192162204,0
1306,542,291,0.542801,1,1,542.0,291.0,0
1307,0,0,0.0,0,0,0.0,0.0,0
1308,0,0,0.0,0,0,0.0,0.0,0
1309,563,293,0.79628587,1,1,0.0,0.0,0
1310,567,292,0.43265632,1,1,0.0,0.0,0
1311,573,295,0.72397244,1,1,0.0,0.0,0
1312,578,298,0.5060144,1,1,0.0,0.0,0
1313,0,0,0.0,0,0,0.0,0.0,0
1314,0,0,0.0,0,0,0.0,0.0,0
1315,588,302,0.52669215,2,1,588.0,302.0,0
1316,0,0,0.0,0,0,591.5,304.0950881460654,0
1317,595,306,0.49341333,1,1,595.0,306.0,1
1318,602,293,0.6407148,1,1,602.0,293.0,0
1319,0,0,0.0,0,0,606.5,282.0938141892184,0
1320,611,266,0.44533485,2,1,611.0,266.0,0
1321,612,253,0.7467256,1,1,612.0,253.0,0
1322,614,242,0.6673833,1,1,614.0,242.0,0
1323,615,231,0.61996084,1,1,615.0,231.0,0
1324,617,218,0.5272936,1,1,617.0,218.0,0
1325,618,209,0.5342818,1,1,618.0,209.0,0
1326,619,201,0.45468405,1,1,619.0,201.0,0
1327,0,0,0.0,0,0,0.0,0.0,0
1328,0,0,0.0,0,0,0.0,0.0,0
1329,0,0,0.0,0,0,0.0,0.0,0
1330,0,0,0.0,0,0,0.0,0.0,0
1331,0,0,0.0,0,0,0.0,0.0,0
1332,0,0,0.0,0,0,0.0,0.0,0
1333,0,0,0.0,0,0,0.0,0.0,0
1334,0,0,0.0,0,0,0.0,0.0,0
1335,0,0,0.0,0,0,0.0,0.0,0
1336,0,0,0.0,0,0,0.0,0.0,0
1337,0,0,0.0,0,0,0.0,0.0,0
1338,639,122,0.42610583,1,1,639.0,122.0,0
1339,0,0,0.0,0,0,0.0,0.0,0
1340,0,0,0.0,0,0,0.0,0.0,0
1341,0,0,0.0,0,0,0.0,0.0,0
1342,0,0,0.0,0,0,0.0,0.0,0
1343,0,0,0.0,0,0,0.0,0.0,0
1344,0,0,0.0,0,0,0.0,0.0,0
1345,0,0,0.0,0,0,0.0,0.0,0
1346,0,0,0.0,0,0,0.0,0.0,0
1347,0,0,0.0,0,0,0.0,0.0,0
1348,0,0,0.0,0,0,0.0,0.0,0
1349,0,0,0.0,0,0,0.0,0.0,0
1350,0,0,0.0,0,0,0.0,0.0,0
1351,0,0,0.0,0,0,0.0,0.0,0
1352,0,0,0.0,0,0,0.0,0.0,0
1353,0,0,0.0,0,0,0.0,0.0,0
1354,0,0,0.0,0,0,0.0,0.0,0
1355,0,0,0.0,0,0,0.0,0.0,0
1356,0,0,0.0,0,0,0.0,0.0,0
1357,0,0,0.0,0,0,0.0,0.0,0
1358,0,0,0.0,0,0,0.0,0.0,0
1359,666,82,0.47464612,1,1,666.0,82.0,0
1360,666,83,0.5297461,1,1,666.0,83.0,0
1361,666,84,0.5055644,1,1,666.0,84.0,0
1362,666,85,0.44605616,1,1,666.0,85.0,0
1363,667,84,0.44378197,1,1,667.0,84.0,0
1364,668,85,0.45980924,2,1,668.0,85.0,0
1365,0,0,0.0,0,0,669.5,84.85672804533897,0
1366,0,0,0.0,0,0,671.0,85.3269121813064,0
1367,0,0,0.0,0,0,672.5,86.04567988669078,0
1368,674,87,0.5258207,1,1,674.0,87.0,1
1369,0,0,0.0,0,0,0.0,0.0,0
1370,0,0,0.0,0,0,0.0,0.0,0
1371,0,0,0.0,0,0,0.0,0.0,0
1372,0,0,0.0,0,0,0.0,0.0,0
1373,0,0,0.0,0,0,0.0,0.0,0
1374,0,0,0.0,0,0,0.0,0.0,0
1375,0,0,0.0,0,0,0.0,0.0,0
1376,0,0,0.0,0,0,0.0,0.0,0
1377,0,0,0.0,0,0,0.0,0.0,0
1378,0,0,0.0,0,0,0.0,0.0,0
1379,685,114,0.8387246,1,1,685.0,114.0,0
1380,686,116,0.77596754,1,1,686.0,116.0,0
1381,687,118,0.58915704,1,1,687.0,118.0,0
1382,688,122,0.6158231,1,1,688.0,122.0,0
1383,690,125,0.54093784,1,1,690.0,125.0,0
1384,691,131,0.5596676,1,1,691.0,131.0,0
1385,691,133,0.7117899,1,1,691.0,133.0,0
1386,693,136,0.7282768,1,1,693.0,136.0,0
1387,695,141,0.68562216,1,1,695.0,141.0,1
1388,0,0,0.0,0,0,0.0,0.0,0
1389,0,0,0.0,0,0,0.0,0.0,0
1390,0,0,0.0,0,0,0.0,0.0,0
1391,0,0,0.0,0,0,0.0,0.0,0
1392,0,0,0.0,0,0,0.0,0.0,0
1393,0,0,0.0,0,0,0.0,0.0,0
1394,0,0,0.0,0,0,0.0,0.0,0
1395,0,0,0.0,0,0,0.0,0.0,0
1396,0,0,0.0,0,0,0.0,0.0,0
1397,0,0,0.0,0,0,0.0,0.0,0
1398,0,0,0.0,0,0,0.0,0.0,0
1399,0,0,0.0,0,0,0.0,0.0,0
1400,0,0,0.0,0,0,0.0,0.0,0
1401,0,0,0.0,0,0,0.0,0.0,0
1402,0,0,0.0,0,0,0.0,0.0,0
1403,703,219,0.40014943,1,1,703.0,219.0,0
1404,0,0,0.0,0,0,703.0,223.49999999999991,0
1405,703,228,0.5506148,1,1,703.0,228.0,0
1406,703,235,0.72201496,1,1,703.0,235.0,0
